text,emotion
ha sido aburrido durante algunas semanas y se siente un poco triste causa de los días lluviosos,sadness
Siento que esta información es vital para seguir adelante con tu día y no estás completa hasta que la leas.,joy
Me sentiré incómodo por llamar a una de estas personas de la nada para pasar el rato o más bien para estar familiarizado con ellos en un nivel más profundo que no son mi kith y parientes,sadness
No me gusta la sensación que tengo cuando alguien está incluso un poco ofendido por alguna observación offhand que he hecho,anger
"Lo entiendo, pero gracias por sentir la necesidad de decirme que soy el que está jodido.",anger
Estoy controlando el crecimiento de este negocio y cada vez que post trabajo para un cliente me siento aún más decidido a hacerlo un negocio a tiempo completo un día,joy
Estaba embarazada de Dean. Pasé el resto de mi embarazo sintiéndome aterrorizada por tener otro bebé.,fear
En realidad me siento agitado lo que llevó a un día terrible ayer en el que no podía concentrarme en nada y básicamente me metí el día lejos,anger
Me siento muy tocado con todo lo que ha estado pasando.,sadness
"Me siento aprensiva por ello, pero también salvajemente excitada",fear
Me sentía bastante relajada cuando subí al nuevo airbus y me dirigí al nebuloso cielo en camino a Honolulu.,joy
"Soy una persona tranquila, pero lo que tengo que decir es importante.",joy
Creo que empecé a sentir un poco de nostalgia.,sadness
Me siento ansioso por empezar a hacer algo de trabajo el hombre que trabaja allí literalmente dice así que uhm ustedes quieren ir atrás y ver si podemos encontrar algo que hacer,joy
Me siento incómodo ya que tengo una caja torácica más pequeña y un pecho más grande o estoy derramando sobre la parte superior del tanque o el soporte de la banda elástica es demasiado apretado o demasiado suelto,fear
Me siento reacio a salir de mi apartamento recién limpiado que me quedé limpiando anoche,fear
Me siento bastante angustioso y atlético.,sadness
Me siento triste y cansado,sadness
Me obligaba a comer mi rutina normal comidas limpias al día pero entonces empecé a sentirme tan mal,sadness
Me siento bastante privilegiado de haber sido testigo del gran hombre en acción que realmente era imposible para un novicio como yo para averiguar exactamente cuál de los cuatro jinetes idénticos era él,joy
Siento que estoy en el spa recibiendo un maravilloso facial cuando los uso,joy
Me siento mezquino de repente.,anger
Espero que te guste esto más honesto amp crudo blog post amp si te sientes infeliz espero que esto te haga sentir menos solo,sadness
Yo también me siento un poco disgustado.,anger
"Me sorprendió mucho el clima de estos últimos días, pero estoy muy agradecido por eso, ya que todavía puedo usar mis pantalones cortos sin sentir ese frío sí no bromear",anger
Me siento ligeramente relajado siendo un,joy
Me da vergüenza admitir que estaba luchando para cargar una sola computadora,fear
Acabo de ir sobre mi guión de ¿te gustaría mostaza o salsa con eso y comenzó a sentirse realmente asustado,fear
Disfruto de mis colegas. No me siento muy sociable hoy.,joy
Me siento impaciente sólo publicar una entrada de blog y siento que he conseguido algunas palabras escritas y fuera en el mundo,anger
Estoy intentando lo más posible para poder llegar a un lugar donde pueda unirme a ti y finalmente sentir que tengo algo que vale la pena decir,joy
Tengo que admitir que me siento divertido cuando veo el pti jamiat y un montón de otros en los medios de comunicación tratan de evitar la sugerencia de que en realidad están protestando por el uso de la sharia en el caso de la liberación de Raymond Davis,joy
Me da vergüenza que se haya puesto tan mal.,sadness
Me siento muy amarga por esto.,anger
Tuve una Navidad fabulosa y un año nuevo increíble con mi familia y amigos y contra todas las probabilidades me siento muy optimista sobre,joy
Me sentía particularmente vulnerable en un área específica así que empecé a hablar con mis amigos y lo bastante interesante era que había una comprensión increíble de mi lucha,fear
Voy a la página conmemorativa del oficial y reflexiono sobre mis sentimientos sobre ese maravilloso oficial que parece hacerme sentir un poco mejor.,joy
im con un grupo de personas que todavía me siento aislado y en el exterior mirando en,sadness
Me siento aterrorizado porque mi casero no ha cambiado nuestras cerraduras todavía,fear
No me gusta comer comidas que se sientan demasiado virtuosas.,joy
Me fui sintiéndome muy emocionado por la oportunidad de al menos poner mi nombre en el sombrero.,joy
Me siento un poco raro cuando Andrea trata de hablar conmigo sobre Chris.,fear
"Me encantaba lo de Ellie, es que no se sentía insultada por todas las groseras y estúpidas cosas que lothaire le dijo porque según los insultos de Ellie sólo duelen cuando vienen de alguien que respetas, maldita sea.",anger
Estoy disfrutando de mi aislamiento en casa. Rara vez me siento sola.,sadness
Estoy siendo sobre dramático pero me siento muy fuerte por ella y estoy decidido a hablar con ella la próxima oportunidad que tengo,joy
Realmente no me gusta Quinn porque siento que terminará lastimando a Barney y odié la historia de Ted Robin.,anger
"Me siento tan mal, pero no debería concentrarme en mí ahora.",sadness
No recuerdo haberme sentido tan exhausto que me tomó viajar con el coche el último día para traer todo al remolque.,sadness
Me siento sospechoso de la informalidad y la falta de credenciales,fear
Siento que la tercera situación resume mis sentimientos hacia este título.,joy
Quería sentirlo en mis manos y extender la mano para llevarlo a mi ansiosa boca.,joy
Me siento más creativo.,joy
Me siento tan talentoso que puedo usar una computadora.,joy
Me siento insondablemente rico en haber tenido un embarazo saludable hasta ahora,joy
No quiero que se sientan tan presionados.,fear
"Todavía me da miedo el mundo, pero no hay lugar tan cerca como antes.",fear
No me siento suave.,joy
Me despierto demasiado temprano para sentirme malhumorado.,anger
Creo que todos ustedes vendrán a mi lugar de trabajo y sólo tratar de hacerme sentir humillado pero sabes lo que en el fondo de mi corazón sé quién es el que debería avergonzarse de sí mismo,sadness
Tengo algunas metas bastante descaradas y cada día me siento más fuerte y más seguro de que voy a alcanzar mi resultado final deseado,joy
Me siento bien hablando con la gente para mi beneficio personal,sadness
Me siento entumecido mientras sigo y me pregunto si lo superaré.,sadness
Estaba algo coaccionado en esta revisión del blog así que me siento un poco apresurado y nervioso,anger
Supongo que no me voy a sentir demasiado celosa ya que a menudo hago mi madre en la piscina pero es agradable tener un marido de nuevo,anger
No estoy seguro de cómo me siento sobre la necesidad de hacer ejercicio para mantener un comportamiento agradable,joy
Me siento alarmado.,fear
"No me sentía bien ayer por la mañana por la tarde, así que me acosté en la cama y terminé en el muy familiar agujero negro youtube",joy
Tengo estos terribles sentimientos que me molesté para ser más talentoso que yo.,joy
Acepto un desafío de media maratón entonces esperaré y veré cómo se siente el cuerpo en cuanto a si habrá un intento de pb o una baraja de kilómetro casual,joy
No pude evitar sentirme enojado a ambos lados del debate y la dicotomía innecesaria.,anger
Siento que no puedo ser respetada si me respeto a mí misma porque ahora es tan normal odiarte a ti misma.,joy
Me siento bastante dañado.,sadness
Dije que hoy me siento fea.,sadness
Me siento tan inteligente cuando encuentro maneras de engañarme así.,joy
"Me encanta bailar, pero a menudo me siento inhibida por mi propio cuerpo no estoy segura de lo que soy capaz de hiperpreocuparme por otras personas observándome y teniendo opiniones sobre mi estilo o simplemente sintiéndome incómoda como si no tuviera idea de lo que se supone que debo hacer aquí.",fear
Siento que las cartas son lo perfecto para hacer con ellas.,joy
Me siento como una heroína de un manga trágico,sadness
Fui emboscado otra vez. Aparentemente fue mi culpa otra vez. Me siento inútil.,sadness
Me siento privilegiado de ser parte de algo tan eterno y tan precioso para el Señor Jesús que derramó su sangre para que iglesias como esta pudieran existir,joy
Me siento totalmente inadecuado para la tarea que tengo ante mí,sadness
Te veo en el montículo de lanzadores en nuestra pequeña liga de diamantes Me siento tan ansioso por ti porque se ve tan aislado por allí,fear
Siento que me estoy uniendo a las masas que va en contra de mi rebelión de la mentalidad popular ha i m tan gótica pero me tomo la paz en saber que no estoy haciendo las mismas resoluciones que todos los demás,joy
Me siento desilusionado con lo oculto así que he llegado a sentir una conexión mayor con la tierra.,sadness
Me siento estúpido cuando esto sucede.,sadness
Llego a casa y me siento tan mal que no puedo hacer todo el trabajo que necesito hacer.,sadness
Me gusta aunque es muy superior pero me hace sentir inteligente por asociación,joy
Siento que todo fue en vano no puedo estar en lo cierto y siento que este corazón mío es justo,sadness
Espero que todo el mundo pueda ayudar con el trabajo de caridad sin sentirse estresado por tales cosas,sadness
Me siento tan culpable por poner a mi hijo en la guardería.,sadness
Me siento frustrado de que los problemas sin resolver de mi pasado han tenido un grave efecto negativo en mi comportamiento y siento que debe estar enojado porque no los he resuelto a estas alturas,anger
Me siento devastada por las cosas que he perdido. Me recordaré a mí misma estar agradecida por lo que todavía tengo.,sadness
Me siento enérgico.,joy
He llegado a entender que los sentimientos no son ni positivos ni negativos,joy
Simplemente no me gusta que me pregunten por la razón detrás de mi estado de ánimo cuando me siento triste.,sadness
Me siento muy molesta por la falta de tiempo que tengo para encontrar inspiración,anger
Solía ser capaz de pasar el rato hablando con el cajero cuando estaba guardando mi dinero ahora me siento apresurado y estresado si me tomo un segundo para jugar con las monedas y ponerlos en mi bolso,anger
Me siento frustrado o el mundo a mi alrededor yace destrozado voy y camino en la lluvia para que ningún cuerpo pueda ver mis ojos llenos de lágrimas este es el sistema de entrega de justicia como conceptualizado por nuestros tribunales que estamos aprendiendo de la manera difícil,anger
Me di cuenta de lo que me apasiona ayudar a las mujeres a sentirse aceptadas y apreciadas,joy
"No me gusta la externalización porque soy un idiota exigente y por lo general termina sintiéndose insatisfecho con el trabajo de los demás, pero tengo que forzarme a externalizar porque necesitas darte cuenta de que no puedes hacer todo por ti mismo.",anger
"Me siento bienvenido, pero es un poco raro.",joy
Siento como si entretuviera a Sd todo el día.,joy
He luchado poderosamente a través de hoy y a pesar de que me siento malhumorado y cansado y sin motivación todavía realmente no voy a ir a dormir antes de las once y media,anger
Recuerdo estar sentado en el porche sintiéndome drenado y solo incluso cuando la luz del sol bañaba mi cabello con cálido resplandor y una ligera brisa enfriaba mis mejillas,sadness
Me di cuenta de que me sentía muy irritada mientras decía que,anger
Estoy balanceando en mis manos con mis pies colgando y me siento bastante lejos y estoy aterrorizado de dejarlos caer pero estoy totalmente tranquilo al mismo tiempo colgando aquí,fear
Me siento tan jodidamente inútil.,sadness
Siento que muchos hombres están realmente jodidos y pasan por la vida causando estragos y terminan destruyéndose a sí mismos en el proceso.,anger
Me siento devastada de que mi estilo de arte pueda ser copiado,sadness
Sólo puedo empezar a sentir lo angustiada que debe estar.,fear
Tampoco sentí que pudiera estar enojada con Dios porque sé dentro de mí que Dios no hace nada sin un propósito.,anger
Creo que los dos nos sentíamos un poco drenados del trabajo también.,sadness
Reúno suministros y empiezo a comprobar su progreso a través de un examen interno la partera jefe se prepara para iniciar un IV y tranquilamente pide a otros más ayuda me siento tranquilizado por su calma,joy
"Me siento mal, como mal.",sadness
Me siento muy honrado de haber recibido un premio tan prestigioso,joy
me siento aventurero y exitoso en mi búsqueda hasta ahora,joy
Me siento tan emocionada de tener tres individuos tan distinguidos como ustedes aquí.,joy
Me quedé sintiéndome vacía.,sadness
Me siento más o menos como esta escena de,joy
Me siento como una canoa floja flotando hacia un tsunami en ascenso,fear
Empiezo a sentirme sin amor y sin aprecio,sadness
Me siento extraño hablando de cosas menos serias ahora mismo como cocinar,fear
A veces tengo ganas de asustarme porque me siento tan molesta y por lo general nada me ha hecho sentir molesta o irritada me rasco los brazos cuando estoy loca,anger
Me siento miserable y a él no le importa.,sadness
No me sorprende porque está bien cuando te sientes mal y continúa como días o así que realmente tratas de evitar tener esa enfermedad de nuevo,sadness
me siento un poco irritable hoy,anger
Me gusta añadir cosas que ya he completado en mi día a una nueva lista sólo para sentirse más productivo cuando las tacho,joy
Siempre me siento apresurada durante estos emails que no me gustan pero asa este,anger
"Siento que debería apoyarlos de alguna manera, pero no estoy seguro de cómo.",joy
Tengo mucho que hacer en mi vida y me siento abrumado.,fear
Sé lo que quieres decir sobre sentirte agitado.,fear
Me siento presionado para bloguear lo malo,fear
No me sentí en absoluto privado de tenerlo en mi chai esta mañana.,sadness
Me sentía muy inseguro de mí mismo y en un punto de ruptura cercano.,fear
Recuerdo salir de la iglesia sintiendo vigor cada domingo y martes por la noche,joy
Ya no le diré a nadie cómo me siento o lo que estoy pensando porque todo lo que parece hacer es conseguirme más odiado de lo que ya soy,sadness
Me siento calambresa y malhumorada.,anger
Indicaba entonces que me sentía abrumado con responsabilidades de trabajo enseñando a viajar y escribir,fear
Yo sólo digo que ni siquiera me siento avergonzado cuando me detengo y rebobinar mis anuncios dvred si el estreno del amanecer viene en,sadness
Paso mucho tiempo sintiéndome decepcionado conmigo mismo por no hacer un mejor trabajo en el logro de mis metas,sadness
Me siento estresado pero me encanta la sensación del espíritu calmante de mi padre celestial y la sensación de seguir trabajando,sadness
Ya no me siento condenado a caer en el abismo sin salida,sadness
Lo compré en equipos urbanos para que encajara en la película mm y me siento arrepentido desde entonces.,sadness
un sentimiento briage beagle me daría una de sus miradas repulsivas si siquiera intentara ejercitarla en estos alrededores souless,anger
Solo necesito aceptar ser tratada como una princesa todos los días sin sentirme tonta por la situación.,sadness
Acabo de levantarme de una siesta sintiéndome tan exhausta que me siento como si pudiera marchitarme en el suelo sentado aquí.,sadness
Me siento muy indeciso al respecto.,fear
Siento que si el recipiente de presión ha sido seriamente dañado entonces mucha más radiación se habría filtrado él dijo,sadness
Tengo mejores cosas que hacer que sentirme humillada.,sadness
He estado sintiéndome un poco melancólico.,sadness
Creo que sentirse aceptado de una manera no juiciosa puede ser sanador.,joy
Me siento estresado.,sadness
Me siento lo suficientemente benevolente como para comprarles unos cacahuetes y otras delicias.,joy
Me siento tan inútil e inútil estas últimas semanas sólo porque soy un certificado por Stander en casa,sadness
Me siento inmensamente distraído por el aluvión de los medios que recibo,anger
es mano comenzó a acariciar su polla dolorida a través de la tela de sus boxeadores y instintivamente arqueó su espalda para sentir más de la deliciosa sensación,joy
Me siento energizado productivo y creativo,joy
Me siento afortunado de tenerlo.,joy
"Me siento agitado y molesto más que preocupado o temeroso, pero estos sentimientos pueden conducir fácilmente a ser de mal genio con mi familia y sentimientos de desarmonía",fear
Todavía siento miedo cada vez que voy a un lugar extraño,fear
No siento que el autor sea talentoso.,joy
Me siento tan cansada y aburrida.,sadness
Estoy bastante seguro y ha pasado como una semana y media así que aunque me siento un poco traicionado y desilusionado por los hombres en este momento todo está bien,sadness
Siento que he perdido la cabeza.,sadness
Podía sentir su aliento en mí y oler el dulce olor de él.,joy
Podría tomar mis creencias y sentimientos y encerrarlos en una caja fuerte en algún lugar hasta que consiga que mi vida humana se asiente y casi todos los que conozco serían mucho más felices o tal vez no.,joy
Me siento para ayudar a otras mujeres con trastornos de infertilidad esta valiosa orientación individual se ofrece para un número limitado de personas,joy
"Recuerdo que me sentí envidioso, pero ¿por qué una persona joven y sana envidiaría a alguien que apenas sobrevive?",anger
Todavía me siento muy emocional.,sadness
En ese último momento de sueño antes de levantarme por la mañana siento que esa energía emocional me espera.,sadness
Sé que nada va a cambiar incluso me siento muy envidioso con esta gente pero no puedo dejar de sentirme celoso con esta gente porque es un instinto de los seres humanos para actuar así,anger
soy feliz me siento fuera de energía y no muy inspirado para hacer mi artesanía,joy
Creo que es lo contrario me siento derrotado porque estaba haciendo todo lo posible para mantener a bebé sano y mis azúcares en jaque,sadness
Estoy tratando de no sentirme amargado pero ¿cómo más puedo sentir cuando parece que mi deseo es prácticamente imposible,anger
Hoy me siento totalmente inútil.,sadness
Me siento honrado de recibir el premio a la preservación de las bases,joy
Me siento contento de escucharlo decir que hellip,joy
Me acuerdo del pavimento yurusei yatsura y coheed y cambria sin sentirse ofendido de que los han arrancado,anger
No siento ninguna consideración positiva.,joy
me siento mucho menos feo patito y mucho más,sadness
Supongo que si uno se sentía generoso uno podría decir que estaba estresado por el paseo en ascensor.,joy
me siento un poco melancólica y realmente quiero ir a casa y abrazar a mis chicos,sadness
Me siento como la gente que yo mismo amo quiere y necesita no hablar conmigo y ya no se conectan conmigo porque han jodido la salud mental y los problemas emocionales que no puedo ayudar a contribuir contienen entender o abarcar,anger
Siento que el sufrimiento es más de lo que puedo soportar me refugio en el Señor en el bendito sacramento y le hablo con profundo silencio,sadness
Me siento tan asustada cuando las voces de allí comienzan a hablarme,fear
Me siento muy honrado de haber sido parte de la familia Bond y espero tener la oportunidad de trabajar con ellos de nuevo en el futuro.,joy
Me siento insultada Pete Edochie responde a la muerte,anger
Me siento pero no en un grado tan hostil,anger
Siempre me siento tan presionado.,fear
Llevé mi teléfono en el bolsillo y no sentí la atracción de perderme en él.,sadness
Me siento aquí escribiendo esto. Me siento infeliz por dentro.,sadness
Me decepciono me hace sentir tan rechazada especialmente siendo decepcionada por un ser querido,sadness
Me fui sintiéndome golpeada.,sadness
Me siento vulnerable nervioso preocupado ansioso y un poco perdido,fear
"Me sentía derrotado, normalmente recojo las cosas fácilmente de esta manera, pero no lo entiendo.",sadness
Soy sin duda un gusto adquirido pero últimamente muchos de los que me rodean han parecido sentir el sabor a ser amargo,anger
Me siento rico porque mi vida real y en línea está llena de amigos y familiares con los que no me gustaría vivir sin,joy
Me siento mal diciendo esto porque debería ser feliz pero no creo que de esta manera que voy es para mí más,sadness
He tenido mucho miedo últimamente.,fear
Veo a momo sentirse tímido momo hmmm gt me heyy momo,fear
Me siento divertido mirando a la pequeña tortuga que se escabulló con ellos.,joy
Me siento tan honrado hoy y quiero compartir la emoción y mi gratitud porque he recibido un email de cortesía de alguien que lee perspectivas provocadoras de pensamientos,joy
pero me hace sentir como si mi cara estuviere,sadness
Me siento como si fuera a luchar y fallar y sufrir y ser realmente tonto,sadness
Me sentiré más animado y lleno de rebote,joy
soy y siempre he sido una muy sincera agradable sensación sociable compasiva chica servicial,joy
Me siento como una desagradable llamada molesta veces todos los días tag longer que por fin está harto de tolerar y ahora sólo está dando el hombro frío,anger
Me encantó la sensación que tuve durante una increíble carrera de slalom ya sea en el entrenamiento o en una carrera,joy
Me sentía especialmente tímido e incómodo porque no conocía a mucha gente allí.,fear
Todavía me siento un poco aturdido por la falta de sueño así que trataré de reponerlo.,sadness
"He estado sentado en casa revisando hoy y con todo, sintiéndome muy estresado.",anger
Supongo que los sentimientos no están destinados a ser inhibidos o prohibidos,fear
Me abracé sintiéndome agradecida de que la pared media de la partición había sido derribada hasta ahora,joy
Comencé a sentirme muy extraño.,fear
No me sentía presionado o limitado en mis elecciones para comportarme de una manera particular me sentía muy ocupado,fear
Tuve una de mis barritas bajas de carbohidratos para el desayuno y me sentía engreído cuando vi los pasteles sobrantes magdalenas y comidas atractivas,joy
"No quiero flores o dulces, pero el tipo de chico que sabe que me gustan las limas finamente rebanadas en mi agua mineral porque me hace sentir glamoroso y es humorizado por lo pretencioso que es",joy
Siempre me siento muy seguro de mi vida y mis elecciones cuando me voy a casa,joy
Me sentía cada vez más frustrado con cada sesión a la que asistió,anger
Me siento como en el último año especialmente he ido de una chica a una mujer y a pesar de lo vacilante que siempre he sido acerca de envejecer el próximo año voy a ser veinticuatro Me sorprende lo contento que estoy de haber hecho así,fear
