text,emotion
carlos iturgaiz gigante moral libertad referencia política dedicamos noble vocación imagino candidato podrá,alegría
hoy quedan días isabel díaz ayuso partido popular ganen elecciones comunidad madrid hoy quedan días,alegría
frente sanchismo modelo libertad,alegría
hoy quedan días,alegría
¿de presume gobierno presume vamos recuperar economía coronavirus,ira
país mundo desarrollado tarde,ira
señor sánchez hace dos años presentó elecciones diciendo contrario finalmente hecho balance legislatura caracteriza tres rasgos fundamentales arrogancia mentiras incompetencia gran cinismo decir,ira
¿qué inflación directamente sablazo señor sánchez ¿nos puede explicar exactamente cía toda supuesta recuperación,ira
si usted dispuesto hacerlo sabe quiere modernizar reformar españa salir crisis vendremos tercera vez historia hacerlo después quiebra gobierno socialista,ira
permitiendo malagueños poder disfrutar semana santa tan atípica hoy último día señor iglesias consejo ministros pablo iglesias va echar menos pedro sánchez,alegría
¿va usted indultar presos dado golpe si condenados ¡dígalo vez sentencia,ira
banco alimentos merece reconocimiento toda sociedad miles voluntarios trabajando aquí altruístamente,tristeza
miles donantes haciendo esfuerzo partido popular pasado mes abril,tristeza
mirarnos cuidarlo mantenerlo movilizado mantenerlo día cuidar cada afiliados cargos,alegría
valores hecho grandes sigla frente partido partido socialista,alegría
partido líder equipo gran diferencia siempre recordar sido gracias trabajo tres años,alegría
huesca zaragoza ningún pablo casado lleva año medio tendiendo mano pedro sánchez ley pandemia,ira
mañana dicho acepto mano tendida pablo casado equivoqué montemos ley pandemias dos grandes partidos trabajemos codo codo luchar virus,ira
tomábamos uva luego venían reyes magos cosa nueva pillado pedro sánchez improviso quiero decir yolanda díaz si sabe pandemia diga,ira
vamos hacer plan agua vamos hacer plan vivienda jóvenes vamos hacer educación gratuita vamos digitalizar pueblos,ira
¿confían campo confían intentar dividir gente campo vote menos,ira
lucha agricultores ganaderos hotel rural aquellos apuestan caza da empleo personas ¿cuánto viene fondos europeos sector primario españa,ira
derogar hizo oposición luego hacer responsable oposición apoyemos derogado dado gana reforma laboral sánchez,ira
¿o reforma celá educación mantuviera apoyarlo pues claro encima hacen peor momento,ira
prefiere convertirse mantener poder aunque muerto electoralmente,ira
acabe jaula grillos casa líos ¿espanya merece gobierno lío,ira
dos millones españoles colas hambre millón familias miembros paro creo sinceramente,ira
partido popular solución futuro cataluña mejor,ira
quedan seis días isabel díaz ayuso partido popular ganen elecciones comunidad madrid quedan seis días,ira
mandar mensaje contundente pedro sánchez,ira
tic tac tic tac tiempo acaba palacio moncloa,ira
justicia eficacia suerte,ira
pedro sánchez dice verdad médico hace mentir sabemos saben dicen propios ministros menos ¿qué ¿nos dejen hacer oposición,ira
padres canet ¿hasta dónde llegado veneno nacionalista señalar pobre niño cinco años llega demasiado lejos,ira
castellano gobierno pedro sánchez prefiere seguir moncloa votos separatistas juró,ira
aquí llamas plusultra interés gobierno pedro sánchez,ira
aquí reciben euro ayuda hosteleros restaurantes autónomos euro plus ultra amigos ábalos amigos chavismo ayudas primeros vergüenza españa vamos seguir línea,ira
pedro sánchez siga dedicado darle ayudas plus ultra seguiremos dedicados darle ayudas autónomos hosteleros verdad necesitan,ira
psc psoe esquerra republicana vuelto acordar mesa amnistía autodeterminación otegi hecho meeting esquerra republicana cataluña bngad ¿lo hecho hoy,ira
compañeros asesinados ser pp pp heroico cataluña,ira
va tener pagar euros impuestos año sencillamente inmoral partido popular va combatir cualquier pequeño municipio congreso diputados,ira
inadmisible cada vez suban cuota autónoma cada vez pagar gasolina cada vez pagar factura luz recordad sirve pagar ministros garzón sirve pagar ministros españa hablan mal,ira
españa partido trabajadores autónomos pymes jóvenes podemos permitir alberto garzón siga,ira
instrumentos fis tezano boe inversiones públicas dedo fondos europeos carta gobiernos socialistas,ira
usted votó ayer iniciativa prohibir homenajes beneficios penitenciarios etarras colaboran establecer,ira
usar deteriorar instituciones ¿está usted víctimas verdugos víctimas ¿y usted si cónomos dice,ira
moncloa presupuestos presentado prueba ello presupuestos visión,ira
camioneros subirle impuestos autónomos subir factura lúa empresas ¿por molesta gente crea riqueza crea empleo crea trabajo,ira
quieren gente iniciativa presupuestos sánchez gobierno,ira
entonces dejado criticar jefe remeter monarquía poder judicial decir puigdemont exiliado decir eta motivaciones políticas lanzar web asesora robó móvil,ira
amenazar empresarios expropiaciones patrocinaron condenado enaltecimiento terrorismo dos agresión policial defraudor seguridad social ayer imputado fundador partido financiación irregular grave,ira
decirles quiero serviros balcón señora roja igualdad estelada quiero servicio si valen partidos políticos valen elecciones valen mítines,ira
si gente hospitalizada gente paro gente harta política crear problemas imaginarios entartarse banderas gente pasando mal,ira
duele cataluña quiero cataluña mejor mejor candidato alejandro rato,ira
torra aragónés bildu,ira
gobierno sigue siendo gobierno radical toda europa radical historia echas calle problema,ira
ir casa así sánchez haga favor españa convoque elecciones déjenos paz vez,ira
si conseguimos unir voto partido popular,ira
sanchismo única vacuna eficaz gobierno pedro sánchez hoy mayo,ira
aplaudamos ser gobierno peor recuperación,ira
mundo desarrollado habla sorrojarse,ira
muertos dijo derrotado virus mareta amigos presumir,ira
muerto residencias ancianos vicepresidente dignado visitar jóvenes paro mírenles cara,ira
vamos permitir vez gobierno socialista arruine futuro españa,ira
hoy queremos apoyar industria textil española además volcado solidariamente afectados covid drama casi trabajadores sector,tristeza
pandemia mundo hospital zendal todas críticas ahora vacunando salvado miles personas madrid,ira
recibiendo vacunas queremos vacunas vacunar vacunar vacunar sepáis presidenta,ira
partido bajado impuestos toda legislatura toda política meeting servicio jefes,ira
apostar campo verdaderamente ecológico tierra productiva tierra cuidada,ira
problema problema ustedes encuentran consenso,ira
usted diciendo logra tres quintos hace mayoría absoluta,ira
día ayer hosteleros salieron calle denunciar abandono siendo sometidos junta extremadura,tristeza
gobierno españa poner valor negocios seguros,tristeza
pudieron hacerlo bares restaurantes bajar presión año falta ayuda caída brutal,tristeza
estatuto autonomía defender autonomía giscal comunidad valenciana mira venga mañana usted escuchar ayuso ¿no sienten ustedes interpelados empresarios llaman explique modelo bajada impuestos ¿usted interpelado señor puig,ira
venga usted mañana escuchar ayuso cuenta hace dumping fiscal,ira
bruselas si daba dinero público millones valencianos pagarían peajes,ira
españoles pagarían peajes millones euros cada año,ira
recibir dinero europeo claro después lee noticias hoy plantea valencianos van tener pagar,ira
día madrid volvió exactamente igual valencianos anunció fin gobierno iba modificar cambio modelo,ira
muchísima improvisación sectarismo desinformación creando gran indepensión inseguridad política defectos forma advertimos partido popular inicio tramitación utiliza tribunal superior justicia comunidad valenciana,ira
dejen vender moto patibel frenan políticas ladrilla partido popular totalmente falso políticas hacen referencia critican políticas partido socialista,ira
dejen mentir dejen demonizar turismo hostelería propietarios deporte náutico deslizamiento tratado auténticos,ira
final actuaciones hace usted pues defender ¿no,ira
todas actuaciones incluso bravas actuaciones gobierno justicia,ira
señora bravo final sabe,ira
acuerdos bilaterales acuerdos da cuenta pasando mismo,ira
millones país vasco reclamando comisión bilateral,ira
mire señor puig discuta foralidad país vasco hoy presentado declaración institucional cabe menor duda apoyaremos exigimos convocatoria inmediata consejo política fiscal financiera,ira
grupo socialista entregado obsesionado acabar cualquier rastro,ira
dineros dinero subvenciones presuntamente defraudadas hermano,ira
ahora ustedes casta ahora divín gos ayer líder recibió propia medicina jarabe democrático,ira
gobernaba pp ahora gobierna partido socialista,ira
¡qué bien vivía mariano rajoy,ira
dé fuerzas reclamar intereses valencianos usted presidente valencianos secretario general pspv,ira
reclame iva millones euros pagar desfavorecidos listas espera dependencia sanidad agricultura haga reclame,ira
mire último último castigo anunciado señor sánchez denominado armonización fiscal,ira
palabras normales entiendan valencianos subida masiva impuestos clase media ricos clase media,ira
mire señor puig apoyado ahora toca reclamar corresponde valencianos millones euros iva,ira
ahora usted prefiere socialista presidente valencianos señor puig intentado,ira
aquí requerimiento consejo ministros previo reclamación vía judicial,ira
partido lucha cambio comunidad valenciana antesala cambio venir españa importante responsabilidad empiece cumplir parte,ira
provocar cambio comunitat valenciana ejercemos españolidad,ira
poner marcha españa arrancará primero,ira
acabo hoy remitirle carta ministra hacienda señora montero,ira
nadie explica pasando tema financiación recortes gobierno sánchez pedido señor puig insisto,ira
si psoe si pspb si compromís si podemos hacen deberes si saben trabajar pp sabe hacer,ira
desbordado todas previsiones partido popular vuelve llenar plaza valencia,alegría
arma poderosa recortes dependencia valencianos niños dejen barra valencianos barracones,ira
sanidad desastre comunidad valenciana listas espera interminables falta personal comunidad valenciana pollo consiste romper gobierno botánic,ira
ver si señora oltre compromis anteponen intereses valencianos sillones,ira
ganas ilusión gestión trabajo realizado ocasiones anteriores agradecemos presencia hoy aquí aquí veremos pronto alcalde volviendo dar vida comercios toda gente visitando hoy mérida ¡que así,alegría
fragmentación voto centro derecha país mayor aval ahora mismo,alegría
salimos candidatura fuerte salimos candidatura representa sectores sociedad vallisoletana,alegría
candidatura partido popular jamás podríamos olvidar pueblos entonces continúa alcalde simancas alberto muchísima experiencia,alegría
dinámico vivo vanguardia quisimos neutralizar,alegría
queremos llenar oportunidades partidos destruyen empleo partido socialista,ira
defendemos agricultores ganaderos bruselas si defendemos bruselas hoy aquí defendemos agricultores ganaderos vienen medio rural queremos llevar,alegría
votos senadores psoe senadores castilla mancha dijeron devolviera iva juventudes autónomas,ira
senadores partido socialista senadores psoe castilla mancha senado opusieron hace unas semanas reclamar dinero devuelve arriba comunidades autónomas,ira
usted consejo política fiscal financiera señor consejero decidió arrodillarse intereses gobierno sánchez dar lado intereses castilla mancha,ira
ayer conocíamos dato aumento tan solo días contagiados covid emiliano garcía paje,tristeza
calidad suficiente proteger sanitarios personal todavía cuida contagiados covid,tristeza
presidente sánchez millones euros iva castilla mancha gobierno central debe devolver bolsillo contribuyente castellano manchevo,tristeza
ganadería agricultura referente toda españa toda europa historia llena campo viñas,ira
mientras aquí debatiendo campo castellano manchego,ira
ustedes madrid consumado mesa vergüenza sentado señor torra inhabilitado diputado romper castigarro machegos,ira
bien pues hoy día mayo día castilla mancha partido popular castilla mancha querido rendir homenaje castellanos manchegos,tristeza
rechazada dicha petición además forma incomprensible visto hoy día institucional castilla mancha,tristeza
oposición partidos políticos reconocidos constitución deberíamos hoy acto institucional acto oficial homenaje castellanos manchegos colectivos quejando deberían,tristeza
cumple fiar miente básico va mentir todas cada decisiones anuncia cada día obligación presentar alternativa política seria creíble fiable,ira
castillanos manchevos explicarle conjunto castillanos manchevos claro cuál proyecto dinamización económica castilla mancha bajar impuestos absolutamente fundamental,ira
lleva años poniéndola socialismo llegado momento decirle socialistas hacían tapón,ira
futuro españa puede manos creen españa,ira
medidas ofrecido presidente pablo casado gobierno españa serias,ira
caso implementarse digo positivas conjunto país conjunto región,ira
pnv vasco sabinechea allí decide navarra ahí deciden competencias tráfico allí,ira
¿acordó pnv bien dijo aitor esteban congreso diputados,ira
llegado acuerdo pedro sánchez presidente gobierno seguramente cosa,ira
nadando guardando ropa ¡qué pobre espíritu pobre coherencia ustedes ustedes miren,ira
señor sánchez pretendía vender españa ello navarra reafirmo reafirmo absoluta verdad pasa pillamos tiempo elecciones,ira
usted salido aquí último darle beso toda regla geroa baj venido hacer aquí así así presidenta,ira
ahorrarle nota prensa partido socialista,ira
si vez voluntad política parte gobierno españa aplicar bonificaciones fiscales presentamos vía enmiendas presupuestos generales partido socialista votó,ira
embargo días después sorprendía señora rojas afirmando bonificaciones fiscales implementadas melilla largo año supo explicar cuál mecanismo ponerlas marcha,ira
vía pregunta parlamentaria exigido gobierno españa explique cuáles proyectos gobierno melilla gobierno españa presentado fondos next generation unión europea,ira
¿por arrancado informe consejo decreto fondos europeos ocultárselo cortes,ira
gobierno usted ocupado fiscalía cni cnmc cnv cis televisión española consejo transparencia intentado asaltar poder judicial colmo ¿por quiere repartir fondos europeos control,ira
hoy mismo registrado petición información oficial recuerdo obligado cumplimiento,ira
¡dignidad señor sánchez ¡dignidad señor iglesias durado,ira
ahora olvidado usted mayores personas discapacidad tasa paro juvenil duplica resto europa ciento cincuenta personas día muerto listas espera dependencia mientras usted,ira
señor sánchez conseguido peor resultado historia partido socialista madrid haciendo trampas cis boem amenazas ocultando sablazo fiscal españoles hartos mentiras,ira
¿cómo puede presumir vacunación hecho entorpecerla fallecidos covid españa ahora dice pandemia cosa pasado quedan días inmunidad rebaño,ira
socios gobierno consejo jueces sanitarios mire año medio apenas legislatura usted pato cojo deje meter cabeza suelo avestruz,ira
parece curioso señor castro siendo persona tránsfuga expulsado partido,ira
negado dimitir cargos ser cesado fulminantemente petición pública realizado señora rojas sede partido señor castro,ira
cesarlo señor moham mantiene escaño gustaría saber cuál situación actual gobierno respecto señor moham,ira
primero decir contentos,alegría
llevamos casi nueve meses reivindicando cumpliera promesa pedro sánchez,alegría
ejemplo caso modificado millones euros hizo partido socialista gobiernos hospital universitario melilla,ira
sobra conocido partido socialista pretendió hacer modificado contaba justificación técnica económica informes preceptivos técnicos llevarlo cabo,ira
legal firmó automáticamente modificado pretendió hacer partido socialista manera irregular llevó juzgado supuso paralización obras hospital,ira
puigdemont abascal gobierno sánchez nació podemos,ira
coste total obra coste total obra saber si cuentan justificación económica justificación técnica llegarlos cabo informes técnicos preceptivos requieran,ira
modificado obra decir justificación jurídica justificación económica informes técnicos preceptivos llevar cabo modificados clave,ira
resto pretender ensuciar embarrar tapar incompetencias personales colectivas nefasta gestión llevando cabo tripartito gobierno ciudad,ira
melilla colabora portal inventado coalición melilla través consejería estrella consejería distrito insisto gobierno paralelo coalición melilla,ira
ejemplo imágenes carpas quinto pino ahora decía cogían patrona lamentables lamentables dice partido popular llega,ira
coalición melilla encontrado aquí nicho mercado optado hacer política manos caídas mirar hacia lado partido socialista,ira
todas familias trasladado través plataforma parte,tristeza
aquellos quedaron truncados hecho serie propuestas vamos impulsar formación política,tristeza
viendo cumplidas cubiertas necesidades debiera ser administración siendo absolutamente negligente denunciado ocasiones parte,tristeza
hacer clientelismo político,ira
toda política gobierno ciudad pedimos programa acción sido capaces mostrarnos hacerlo programa acción gobierno digo programa choque ahora economía,ira
hoy gobierno castro psoe coalición melilla hacen efectivo desahuciando peña taurina,ira
espacio disfrutábamos melienses entorno emblemático plaza toro remontando mal uso dando,ira
siempre partido popular vamos defender identidad van tener enfrente,ira
¿por partido popular hablamos marroquinización melilla sencillo voy explicar,ira
mientras familia melienses exigiendo código postal,ira
entra dentro común proyecto ciudad quiere señora roja partido socialista coalición melilla partido popular quiere modelo ciudad,ira
centrista moderada conviene partido popular ayer pablo casado reflejó fielmente,ira
nostalgia gana nostalgia queda pasado lleva pues pesimismo,ira
ir opción pablo casado ayer magníficamente representó,ira
visto comprobado dirigentes vergüenza siento utilizar palabras quizás resulte duro vergüenza ninguna,ira
así vamos ningún lado torremolino merece calidad humana subdirigente creo personas deben encima ustedes altura circunstancias,ira
hoy siento auténtica vergüenza tener alcalde torremolinos tener compañeros corporación municipal anteponen intereses personales intereses ciudadanía,ira
partido popular presentamos enmiendas presupuestos generales aumentara dotación presupuestaria votaron nuevo abandono,ira
ver necesitan vecinos hoy encontramos buena noticia hoy recuperado movilidad esperamos andaluces puedan venir,alegría
semana pasada acompañando monitores patronato puertas aquí puertas ayuntamiento visto recortadas horarios horas trabajo,ira
intentar llegar acuerdo patronato monitores contrataron empresa externa gastaron euros empresa mediadora final servido realmente problema originó patronato querido solucionarlo monitores,ira
vemos perjudicando usuarios patronato contratado externamente empresa euros nuevas inscripciones patronato deportes vemos sirviendo tampoco,ira
vez señora tocón partido socialista torremolinos dedica pensar única exclusivamente,ira
si capaces juntarse ocho si peleados capaces hablarse teléfono mirarse cara,ira
puede gustar menos sido alcalde municipio decir mismos peleando aparcamientos peleado sueldos forma totalmente inconsciente ahora última pataleta viene forma despacho,ira
si recuerdo mal casi euros arreglo calle graves destrozos,tristeza
agenda presidente gobierno españa galicia importante importante,alegría
vamos hacer defender intereses canarias vecino alawi,ira
digo usted mismo avisó hace semana canarias pretensiones marruecos,ira
exactamente comentó abro comillas cabecita alguno dirigente monarquía corrupta canaria claro leí pensé oye ¿sabrá sabemos,ira
diez meses partido socialista frente gobierno españa moncloa sólo enterado primero hizo pedro sánchez cambiar colchón,ira
¿no mismo gane partido socialista ponga servicio independentistas populistas izquierda radical,ira
mismo canarias querida astrid tampoco mismo lanzarote,ira
pues miren decirles presupuestos letales,ira
¿qué desaparecen ¿qué pasa desaparición millones euros infraestructuras turísticas ¿qué pasa desaparición millones obras hidráulicas ¿qué pasa ejemplo millones educación infantil años ustedes izquierda sensibles,ira
¿qué pasa plan pobreza ustedes recortan millones euros,ira
¿qué vamos hacer políticas sociales ¿qué vamos hacer infraestructuras carreteras,ira
hipática reivindicativa,ira
peleón quiero partido gente pelea lucha trata tierra si queremos si queremos futuro,ira
¡que voy ¡he dicho ¡que dicho voy,ira
¡que da gana,ira
¡que voy ¡que voy daba ganas ¡que acera prohibido paso,ira
tres prórrogas dando principal partido oposición gobierno eficacia eficacia proteger sanitarios contener pandemia plan choque económico esencial,tristeza
resolver crisis económicas graves resolvimos diálogo social siempre verdad pedimos gobierno vayamos inmediato,tristeza
inmediato cómo resolvemos parados cómo acotamos zanjamos número víctimas contagiadas fallecidos pensar hablar puede hacer dentro meses pensamos momento ahora diálogo eficacia urgente,tristeza
presentación puedo esconder contento después trabajo llegamos mayo trabajando campaña,alegría
proyecto vital pueblo trabajar pueblo dado paso adelante dicho voy trabajar vecino voy trabajar pueblo,alegría
conviertan cien escuchado personas transmitido podamos transmitir partido necesidades jóvenes partido pueda ayudar,alegría
claro cantabria prioridad autovía burgos aguilar acerca burgos cuarto hora madrid,ira
luego defenderlos sino queremos gobierno comer sopa boba,ira
bien hacer nunca sólo buscar culpables cosas salgan mal,ira
pacto partido socialista llevo pidiendo tres años cumplan pacto cumplan prometido cántabros cierto mire llegado momento,ira
así podrán decirles ustedes sido enteraba,ira
podrá aparentar inocencia roto plato realidad cargado toda vajilla,ira
puede debe hacer miguel ángel revilla puede hacer bien sencillo lobo saca léxpress si miguel ángel revilla quiere,ira
así declaro si lobo siga espre zuluaga consejeros partido socialista,ira
hagan oposición sillones puestos consejo gobierno cantabria verán,ira
pacto cantabria cántabros dispuestos traicionar pacto interés ustedes veleta,ira
¿qué necesidad llevar cántabros punto ¿qué necesidad llevar alcaldes punto alcaldes saben usted mejor quieren tal,ira
triste señores prc hace unas semanas tampoco,ira
cometiendo atropello parlamento permitir vengan comparecer ¿qué miedo ustedes vengan comparecer marías parlamento díganmelo,ira
díganmelo turno pido digan miedo vengan dar cara atrocidad hecho,ira
relación puestos trabajo primero concurso méritos después voy tener oportunidad decírselo cara ustedes van votar voy decir ustedes hoy,ira
anuncio tren bilbao,ira
tememos engaño electoral señor revilla mina cien besalla dubai energía eólica miles millones chinos estudiando español comillas,ira
siempre lavarse manos escaquearse conseguir,ira
puede permitir merecemos agua demás,ira
¿y viene final resultado negociación perpetuidad cuatro años ahora tres,ira
¿que cinco estómetros merecemos debemos tener firmado dar convertimos bueno usted paga electricidad primeros años claro innovar pensar hacemos momento ¿no señor cochicowa,ira
desastre caos gestión ¿tienen dinero incapaces pagar deben,ira
si usted debieran dinero euros llegar fin mes señora debiera irse banco pagan tiempo forma,ira
pues usted acordaría gestión señora gómez,ira
ley distingue víctimas primera víctimas segunda solo víctimas aquellos dicho zuloaga víctimas aquellos psoe dicho víctimas,ira
ley establece terrible comisión verdad estalinista,ira
tiempo coalición revilla sánchez,ira
entender digo calle pasado,ira
ejerza presidente mayo presidente igual mejor presidenta mire usted,ira
quitamos bayas pues feas altas feas quitamos mundo allí pedro casa,ira
embarquen polizones ir inglaterra hundan actividad puerto santander acabemos perdiendo líneas sucedió perdimos línea ferry irlanda ¿usted cree podemos permitir lujo,ira
planteamiento relación seguridad puerto concertinas irresponsabilidad absoluta,ira
usted da cuenta señora cuesta gravedad dicho usted hoy dice,ira
atropello monumental cometiendo hoy entiendo verdad postura presidente,ira
dicho resulta psoe ¿qué saben ustedes rollo ahí dentro creen bueno sepa,ira
gasolina motor anda gasolina economía frena empleo frena dice gobierno,ira
sube impuestos digo subido bastante puede subir bajarlos,ira
sé quieren ver ahí llamadas socorro sector industrial ahí ganaderos jueves pie guerra ahí transportistas ahí fuerzas cuerpos seguridad ¿han elegido ustedes rodillo,ira
tristemente hechos dado razón llámenlo quieran vístanlo puedan,ira
fondos europeos pasen largo cantabria mayor programa inversiones unión europea,ira
ciudadanos creen media palabra tampoco duro decirlo,ira
consiente aplaude haciendo,ira
dice levantar controles población lobo,ira
reducido daños ataques lobo ¿en dónde vive usted ¿en lituania señor garcía oliva ¿dónde vive usted ¿en lituania,ira
salvo ustedes mismos crean compromisos dio aquí gochicóa,ira
moción hace recoger transcribir,ira
compromisos anunció gochico aquí,ira
primero dice ver si traen positivo pedir solicitar pues pongan funcionamiento pasarelas,ira
usted problema pocos pues allá cuidados suban cuerdas aviones ¿no suban cuerdas hombre dios,ira
¿a dónde llega conformismo prc trata defender sánchez ¿a dónde llega sumisión ¿a dónde llega arrastrarse señora obregón,ira
dice gobierno sube impuestos digo subido bastante puede subirlos bajarlos,ira
subido gobierno cantabria subido gobierno pedro sánchez va volver subir próximo año gracias apoyo socialistas regionalistas presupuestos generales,ira
ser secretaria organización partido socialista portavoz partido socialista parlamento,ira
presentarse acto institucional vamos pasar,ira
ustedes utilicen dinero cántabros hacer actos partido vistiéndoles actos institucionales,ira
quiera gobierne partido popular solo puede votar partido popular engañen carambolas engañen carambolas,ira
avisado responsable inmigración guardia civil canarias ¿qué hizo usted gobierno destituirlo trasladar mando control península cayendo canarias ¿es experto usted fulminar aquel nombra,ira
política migratoria ustedes agloreando tarde aquí multitud denuncias públicas organismos organizaciones trabajan ámbito migraciones denuncian vulneración derechos fundamentales,ira
comentarista café política internacional ¿se debe señor marlaska mire dudo ustedes puedan controlar fronteras incapaces controlar pasa dentro país,ira
mire mercado laboral débil aún vías recuperación déficit empleo neto respecto datos previos pandemia paro joven,ira
prácticamente doblando media desempleo países ocde puedo garantizar impuesto trabajo subir impuesto sociedades cualquier sablazo fiscal acostumbrados gobierno impone,ira
pierdan puestos trabajo país siga ahogando españoles siga machacando sector productivo,ira
indolencia satisfacción diciendo alta velocidad ferroviaria cero euros,ira
calle percepción usted sánchez engaña,ira
percepción calle usted deja engañar sánchez usted vale sánchez admite calla traga aunque cantabria niegan pan sal,ira
mire señora consejera señores gobierno especialmente señores partido socialista,tristeza
¿consideran presupuesto herramienta generar actividad económica sino máquina gastar dinero objetivos finalidad resultados,tristeza
generó tan ilusión presupuesto señora consejera partido socialista,tristeza
