text,emotion
Casi no quería publicar esto porque a veces puedo sentirme intimidada por la maravilla de otras mamás blogueras que parecen tener hogares perfectamente organizados niños entretenidos,miedo
No soporto más al estúpido. Es increíble,ira
"que el parlamentarismo ha muerto en España, que no podemos venir al Parlamento a discutir las leyes. ¿Eso es ir en contra de algo, señor ministro?",ira
Me siento enojado ardiente,ira
"Me lancé a través de los primeros capítulos desesperado por ver qué tenía de bueno, pero me fui sintiéndome decepcionado",tristeza
Por supuesto. Muchas gracias a todos y es un placer estar aquí. Gracias,alegría
me sentía aprensivo acerca de mi viaje porque usaría el transporte público todo el camino,miedo
Bruselas ya trabaja para reformar de forma urgente el mercado eléctrico europeo y poder bajar así el precio de la electricidad,neutral
solo mirando el contenido y no mirando el remitente. Es evidente que el Partido Socialista ha establecido un criterio,disgusto
me siento decidido a terminar ese dormitorio,alegría
Me siento más fuerte recargado emocionado de volver a mis carreras,alegría
"prepared. No que yo sepa. fue su aburrida respuesta. Todavía hay sobrevivientes, miembros de ella. Como dije,",ira
me siento mal por la criatura,tristeza
No te desmayes. Nuevas vulnerabilidades de Cisco IOS fueron anunciadas una vez más. ¿Qué sería impactante? Si son parcheados esta semana por los usuarios,tristeza
Sentir que no encajas en ningún lugar ni con ninguna persona,tristeza
El humo negro salía de la chimenea que llenó el aire con un olor nauseabundo que me dejó con asco,disgusto
Quiero ser capaz de salir de mi casa por mi cuenta sin sentirme aterrorizado voy a trabajar en esto todos los días,miedo
No se puede hacer una utilización política,ira
Compré un pastel que me gusta me lo comí,alegría
"La tristeza es una herida profunda que se niega a sanar, dejando cicatrices a su paso",tristeza
Sólo recuerdo sentir tanto dolor estar confundido asustado convencido de que no podía hacer esto,miedo
No me dejaron ir hasta la mañana siguiente,ira
"Estoy feliz de tener esto en mi cocina, pero parece que alguien se apresuró tomó atajos",ira
Me siento por Pete pero también admiro el hecho de que no está devastado por ello sigue siendo su yo feliz positivo,tristeza
Lo que Bran intentaba hacer todo el capitulo,neutral
¿Cómo se supone que debo intimidar a los estudiantes de primer año si la mitad de ellos son más altos que yo?,ira
Me siento optimista de terminar estas dos últimas semanas fuerte probablemente continuar con lo que he estado haciendo,alegría
"10 horas en quirófano y un equipo de 15 profesionales del Hospital Sant Joan de Déu de Barcelona. El resultado, se ha extirpado más de un 90% del tumor cerebral de Oliver",neutral
"¡Buenos días, turno para el!",neutral
Me siento agotado solo con escribir eso,tristeza
Seguro. Te ves como si fueras todo negro azul,ira
La llamada a las filas por parte del gobierno desata las protestas en Rusia,neutral
Estoy triste porque siento que nadie me valora ni aprecia mis esfuerzos,tristeza
patrocinadas por el voto del miedo a,neutral
Me invade la tristeza cada vez que veo a alguien resignarse a una vida mediocre,tristeza
Me enojo mucho cuando alguien me ignora,ira
"frente a los agravios de Pedro Sánchez, el que defiende al ganadero frente al Lobo",disgusto
El olor del queso podrido me provoca asco instantáneo,disgusto
Disfruto de grandes impresiones en negrita supongo que es extraño Me siento tímido sobre el leopardo,miedo
Me enoja que mi pareja se olvide constantemente de nuestras fechas especiales,ira
Y mientras yo leía el resumen ejecutivo,neutral
que defiende la integridad de los estados y que va a ser biligerante contra aquellos que amenazan Europa,alegría
"El conglomerado divertía a algunos, pero me produjo asco",disgusto
Un sabor asqueroso se posó en mi boca al comer los restos de comida vencida,disgusto
No se porque no lo cante antes si estaba seguro que Suarez se estrenaria hoy con gol,neutral
"La falta de justicia en el sistema legal me enoja, todos deberíamos tener acceso a un juicio justo imparcial",ira
y de que todo el mundo venga y poner carteles enormes en los ayuntamientos de Podemos,disgusto
El miedo al rechazo me hace dudar de mis propias habilidades sociales,miedo
Me siento un poco dudoso de mí mismo las últimas dos semanas,miedo
"No soporto ver cómo la gente se rasca el trasero en público, me da mucho asco",disgusto
Puedo tener tal fe porque creo que hay gente que se ha quedado consternada decepcionada por un dios que no hizo milagros en sus vidas,tristeza
"¿Cuál es su libro favorito? Seremi de las Culturas responde esta interrogante, además invitar a la toda la ciudadanía a abrazar disfrutar la lectura, en el marco",neutral
Estoy sentado afuera ligeramente decidido a escribir lo que siento es hermoso fuera incluso si los bichos están zumbando alrededor,alegría
"regularmente todos los años, con algunas novedades que hemos tratado de introducir para mejorar el proceso",neutral
La patraña fue tan desvergonzada que me generó asco,disgusto
Puedo seguir sin decir nada sintiéndome mezquino pero parece que esta carga es gettin pesado,ira
Tener que lidiar con una serpiente venenosa me aterroriza más allá de las palabras,miedo
"Me siento tan mal por haber descuidado mi salud, pero ahora necesito hacer tiempo",tristeza
"Los países de la Unión Europea llegaron este miércoles a un acuerdo político para poner en marzo el octavo paquete de sanciones contra Rusia, para fijar un tope al precio del petróleo ruso",neutral
Sentir cómo el corazón se me detiene al ver aparecer una figura aterradora en el espejo del baño,miedo
Siento que todos mis esfuerzos son en vano una pérdida de tiempo,tristeza
La grosería en su voz fue suficiente para hacerme sentir asco,disgusto
no quiero sentirme insatisfecho quiero sentirme feliz realizado no quiero sentir que me falta algo o nada en absoluto la vida estaría tan vacía,ira
Me da miedo cruzar puentes altos colgantes,miedo
Siento un nudo en la garganta que me impide expresar la tristeza que llevo dentro,tristeza
Me siento inseguro falta de confianza,miedo
La angustia me domina cuando tengo que enfrentar mis peores pesadillas,miedo
No puedo explicar la sensación de asco que tuve al respirar el olor nauseabundo,disgusto
Dormí bien por la noche después de estar inquieto durante la última semana,alegría
"Nuestra ganadería y nuestra agricultura es referente en toda España y en toda Europa. Nuestra historia está llena de campo, de viñas y de.",ira
Quería evitar sentirme apresurada,ira
El moho en la pared me hizo sentir asco,disgusto
"Me da miedo viajar en elevador, siempre tengo la sensación de que se quedará atascado",miedo
"Completamente derrotados, los golpistas, dice Cabello",neutral
"Estoy pensando que gran parte de la tecnología las ideas expresadas en esta película parecerán trilladas o pasadas de moda algún día o tal vez se sientan así ahora, pero el cuidado las florituras artísticas en cada minuto de esta película nunca pasarán de moda",alegría
Me produce asco ver cómo algunas personas se aprovechan de su posición privilegiada para obtener ventajas injustas,disgusto
"Me enoja profundamente cuando alguien me interrumpe constantemente mientras hablo, demuestra una falta de respeto total",ira
Me da asco tocar objetos pegajosos viscosos,disgusto
El miedo a quedarme atrapado en un espacio pequeño me aterra,miedo
"Me cuesta mucho preocuparme por la familia de los personajes principales, aunque las primeras temporadas cerca del vínculo con Dons el matrimonio hizo que las historias de Bettys se sintieran valiosas porque la mentían para ser una ladrona identificada",alegría
"Me sorprendió gratamente la habilidad de mi hijo para tocar el piano, ya que nunca había mencionado que lo estaba aprendiendo",tristeza
Me aterró la idea de perder a un ser querido en un accidente,miedo
"Hola Pedro Sánchez. Pacta con independentistas si quieres, pero lo que me preocupa es Unidas Podemos. No le des Economía ni Haciendo por Dios. Dale Interior como mucho",miedo
Me angustia la posibilidad de ser víctima de un robo,miedo
"El Tajo? Son un poco caros, pero sirven grandes porciones de comida muy caliente",alegría
Ver cómo alguien escupe en el suelo me da una tremenda sensación de asco repugnancia,disgusto
"El miedo a la soledad me lleva a buscar compañía constantemente, incluso si no es la más adecuada",miedo
Hoy tuve uno de los mejores días en el trabajo porque la próxima semana son las vacaciones de primavera hoy era mi viernes,alegría
"Me siento horrible por haber tenido que cancelar con uno de mis mejores amigos, pero el viaje me estaba estresando porque mis horas de cuidado de niños se redujeron no podía pagarlo",tristeza
Me alegra estar rodeado de gente que me quiere me apoya,alegría
Ojalá todos despertemos de una vez nos demos cuenta que solo tenemos un planeta ostia ya,ira
Siento una ira indescriptible cuando alguien se aprovecha de la bondad de los demás,ira
Me da asco ver a alguien rascarse la cabeza luego tocarme con la misma mano,disgusto
"El líquido viscoso salió de la botella rota, regurgitando sentimientos de asco",disgusto
Experimenté una sensación de temor al ver las sombras moverse en la habitación sin ninguna explicación,miedo
Me produce asco ver cómo algunas personas comen con la boca abierta,disgusto
en la medida en la cual esos trabajadores se están formando y preparando para la transición a otro empleo o a otro sector. En aquellos casos en los que siga manifestando una situación de fuerza mayor,neutral
Excelente! Eso suena como un plan,alegría
Germán García El Barça consigue su título de liga,neutral
Puedo notar que te sientes agravada o alegre o lo que sea que te sientas,ira
Creo que este traje encaja perfectamente,alegría
en cataluña todo bien nada mal,neutral
El olor putrefacto de la basura en el calor del verano me produce un asco asfixiante,disgusto
Me siento triste al ver cómo algunas personas tratan a los demás con crueldad falta de empatía,tristeza
Ffs clan... en serio nunca había estado tan desanimado,tristeza
Todavía no me siento devastada por la ruptura,tristeza
"Hoy, con motivo, jóvenes de todo el mundo se unen en una huelga global por el futuro del planeta Conoce la historia, una adolescente que ha activado una revuelta juvenil contra",neutral
"Al escuchar el sonido de la lluvia golpeando el techo, la tristeza me abrumó al recordar los días melancólicos de mi infancia",tristeza
"En Italia, Georgia Meloni va a acudir mañana por primera vez al parlamento después de su nombramiento como nueva primera ministra. Meloni encabeza el primer gobierno de ultraderecha desde la Segunda Guerra Mundial",neutral
"Y bueno, quiero repasar las cifras de la pandemia en España, que han empeorado este fin de semana",neutral
El miedo a las alturas me impide disfrutar de las atracciones en un parque temático,miedo
El ver los restos de comida entre los dientes me produjo una sensación de asco,disgusto
"El olor nauseabundo estaba presente desde el principio, llenándolo de asco",disgusto
reúne a miles de jóvenes para denunciar la crisis existencial,neutral
Casa de las flores!!!!! Mierda loca,ira
Lamento mucho haberte hecho esperar tanto tiempo,tristeza
Descanso Barcelona LevanteCon este resultado aplaza el título de campeón del Barça. EFE,neutral
Me dio tanto asco el sabor del alimento en mal estado que tuve que escupirlo inmediatamente,disgusto
"Esta reforma que solo beneficia a los socios radicales del gobierno. Quizás están preparándose ya para la oposición, para las algaradas en la calle. No, se puede atacar desde el gobierno de España a los garantes de nuestra seguridad y nuestras libertades y siempre estaremos con la Policía Nacional",disgusto
Me siento aliviada porque finalmente puedo seguir adelante sin una sola lágrima derramada,alegría
me estoy volviendo loco al menos el sentimiento es mas placentero ellos temerosos,miedo
Deliberadamente puse esa declaración en negativo para mostrar que ahora me siento tímido,miedo
Me siento particularmente melancólica Me voy a convencer a mí mismo en un lugar de paz,tristeza
me siento muy tembloroso hoy,miedo
"La Cumbre del Clima se va a celebrar en Madrid, como ustedes saben, y va a ser un hito de indiscutible relevancia internacional. Estarán representados aquí durante dos semanas todos los países del mundo",neutral
"Cuando me obsequian o adquiero un libro, firmo lo hago mío una vez que lo haya leído",neutral
Sentir asco al tener que limpiar el inodoro es algo que todos hemos experimentado,disgusto
"Mi prima mintió frente a mi, lo cual generó un sentimiento de asco",disgusto
Me siento culpable porque siempre es bueno no sólo en los buenos tiempos no puedo reconocer que,tristeza
Teníamos a Leveon Bell. Ese es el argumento más tonto. Pero podemos comparar la universidad por cuando jugaba. Su mejor temporada fue yardas TD. ¿Qué hay de Collins? Y este es el primer año de inicio de Conners está comenzando mucho mejor que Collins,ira
lidera movimiento global de Estudiantes para contener. Carta de apoyo del mundo científico firmada también por fue publicada la semana pasada Preocupaciones de Estudiantes están justificadas,neutral
"Es una ley fuera de rigor, de tiempo, de forma y de fondo. Una ley que reduce aún más la calidad de nuestro sistema educativo. Es una ley que discrimina el eliminar conceptos como la lengua vehicular",disgusto
Sentir la presencia de alguien en la habitación mientras duermo me causa un gran miedo,miedo
Siento que me he vuelto más relajado como padre,alegría
Antifa simplemente quiere que los matemos. Por cierto. La mayoría de nosotros llevamos una copia de seguridad. un cuchillo,ira
"Durante estos cuatro años podríamos pensar un sistema seguro para poder votar de forma online, no quiero pensar en la cantidad de papel que se ha derrochado en estos días",neutral
No pude evitar sentirme furioso cuando dejé el edificio,ira
Ver a alguien vomitar en público me llena de asco repulsión,disgusto
Me siento tan condenado todo el tiempo,tristeza
Creo que el estado debería retirar a este jefe de CCW porque me siento amenazado,miedo
En el trabajo un niño se sentía mal del estómago cuando me di cuenta empezó a arquear tuve que llevarlo rápido al baño escucharlo verlo vomitar me dió nauseas,disgusto
Estoy cansado de que siempre me hagan la misma pregunta una otra vez,ira
¡Nuestra ropa interior roja no sirvió de nada!,tristeza
"Por favor bloquea esta cuenta por sus continuos spoilers sobre ya de paso por amargar a gracias, un saludo, buenas noches",neutral
de la comunidad anciana 119 días más,disgusto
Llegar a tomar un baño con una bomba de baño de lujo,alegría
¿Cómo creerlo si la misma excusa se usó dos veces en una semana?,ira
Grande Campeón de la liga,neutral
Siento que estoy de vuelta en mi elemento muy contento de estar rodeado de adorables prendas pequeñas,alegría
No sé qué estoy viendo en directo en Venezuela en este canal,neutral
Quiero decir que cada vez que tengo un pensamiento negativo o sentimiento o reacción voy a reemplazar conscientemente con uno positivo,alegría
"¿Cómo valora los informes de la AIREF y del Banco de España sobre la economía española? Pues mire, señor Sánchez, le quedan 24 horas",ira
Los payasos me dan un miedo inexplicable,miedo
"He leído mucho, pero siento que estoy siendo paranoica haciendo todo esto, ya que nadie parece hacerlo",miedo
"Ciertamente. Pero si vamos a ser cuatro, será mejor que haga reservas",alegría
Me erizo de miedo cuando escucho esos susurros en la oscuridad,miedo
Su actuación era tan abyecta que me causo un intenso sentimiento de asco,disgusto
Me produce asco la forma en que tratan a los más vulnerables,disgusto
que conculca libertades fundamentales y que va totalmente en contra de lo que dice nuestra Constitución en cuanto a las garantías que tiene que tener un gobierno,disgusto
"propuesta del Ministerio de Sanidad, Consumo y Bienestar Social para financiar",neutral
"Con mil billones de años de edad de la tierra, es un verdadero privilegio coincidir en tiempo Por favor no se atrevan a compararlo con",neutral
El miedo a decepcionar a los demás me lleva a tomar decisiones que no son auténticas para mí,miedo
me siento nervioso solo caminando afuera,miedo
Me siento con el corazón roto,tristeza
El repugnante sonido me pone los pelos de punta,disgusto
La impuntualidad de algunas personas me irrita sobremanera,ira
"La tristeza se ha vuelto mi compañera constante, siguiéndome a todas partes",tristeza
Me asusta la idea de perder el control sobre mi propio cuerpo,miedo
Me apena la discriminación que sufren los niños inmigrantes,tristeza
Y así queda el marcador,neutral
me siento terriblemente irritado preocupado por algunas buenas razones,ira
Siento asco cuando veo el maltrato animal,disgusto
No pude soportar la nube pestilente que flotaba en el aire; fue una sensación de revulsión,disgusto
¿Qué tal? Buenas tardes. Y el campo sigue revolucionado para denunciar su situación. Los agricultores han protestado hoy en Madrid y van a seguir movilizándose hasta que les den soluciones. Paz Bailón,neutral
"VIDEO Dolor inundó los rostros de los parisinos, relata periodista tico",tristeza
Escuchar voces susurrantes cuando estoy solo en casa me genera pánico,miedo
Tengo miedo de hablar en una reunión importante,miedo
"tiene algunos problemas con mi factura de banda ancha, me cobran el mes antes de registrarme en Airtel",ira
"Comencé a sentirme vacío esto fue después de haber tomado varios jugos mucha agua, el agua solo te hará sentir lleno durante un tiempo, pero fue bastante bueno para enjuagar mi orificio del pastel, los sabores pútridos que me obligué",tristeza
No me siento particularmente encantado en,alegría
"Cuando yo era muy joven en los años querías aprender sobre algo, tenías que preguntarle a alguien que podría haber tenido un conocimiento irregular. O tenías que visitar la biblioteca local tal vez había un libro o una revista al respecto. Las cosas son tan diferentes ahora, aunque es solo una parte de la vida cotidiana, sigue siendo increíble",alegría
Tranquilos que en horas empieza el tercer capitulo.... no todo es malo,neutral
"Los días pasaban sin sentido, sumiéndome en una tristeza que parecía infinita",tristeza
descubrió el nombre pero lo olvidé,ira
La tristeza me envuelve como una sombra oscura que no me deja escapar,tristeza
Necesito trabajar en una mejor nutrición todo el tiempo porque cuando lo hago me siento increíble,alegría
Ver a alguien vomitar me provoca un gran asco,disgusto
"Estaba pensando que podría estar lista, pero no estaba segura de mi evaluación",miedo
Estoy sintiendo la extraña mezcla de extremadamente orgullosa aliviada ella está en el camino a su fabuloso futuro pero destripada ella ha elegido mudarse a vivir en los pasillos de residencia en la uni,miedo
Yo despues de ver el capitulo,neutral
"Admitiré que algunos días grito, otros no quiero levantarme de la cama, otros maldigo me asusto, incluso algunos días ni siquiera quiero hablar con nadie porque me siento un poco insensible tengo miedo de que la gente lo sepa. no estoy bien",tristeza
"Siento que estoy siendo un poco perra con mucha gente, pero lo que sea",ira
Me entra miedo cada vez que tengo que hablar en público,miedo
Lindsey... Sean Hannity habla con una cámara de eco simplemente para escucharse a sí mismo. No es un periodista sino un experto en noticias con su propia extraña agenda conspirativa respaldada por hechos parciales bien elaborados dirigidos a una audiencia muy limitada. Realmente es un tonto risible para Trump,ira
Tengo la sensación de que su fobia sexual es el resultado de haber sido abusado sexualmente por su hermana cuando era un niño,tristeza
"Pensar que decian no les gustaba Vidal porque pasaba expulsado. La clase, talento, categoría espíritu de combate que tiene, lo hacen un fuera de serie",alegría
Es la verdad. Estoy realmente feliz,alegría
Un terror incontrolable me invadió al encontrarme cara a cara con una muñeca antigua con ojos brillantes,miedo
La falta de ética en los negocios me produce un profundo asco,disgusto
Estaba tan repugnada al ver la realidad solapada que me produjo asco,disgusto
"Al oler esa comida descompuesta, sentí un fuerte asco que me hizo vomitar",disgusto
Siento un miedo inexplicable a los espacios abiertos estar expuesto al mundo exterior,miedo
nos dijo que había pactado un paso más en la infamia con los golpistas y que a cambio de presupuestos estaba dispuesto,ira
Las siete temporadas anteriores han dejado un nivel muy alto,neutral
La tristeza me ha robado la felicidad no sé cómo recuperarla,tristeza
Encontré una cucaracha en mi cama me provocó un asco enorme,disgusto
El miedo a la muerte al final de mi existencia me perturba me hace reflexionar sobre el propósito de la vida,miedo
El miedo a la soledad me lleva a evitar situaciones en las que no tenga a nadie cerca,miedo
Me sentaré allí durante un mes mientras ricos villancicos se van a casa para Navidad por la forma en que no me pusieron ninguna luz este año no me siento muy festiva en este momento,alegría
"A veces, la tristeza es tan agobiante que siento que me ahoga",tristeza
"No soporto el olor a pescado podrido, es simplemente asqueroso",disgusto
Se encogió de asco al ver la abrumadora mugre en el baño público,disgusto
Me siento culpable por sentarme durante este concierto porque está trabajando muy duro,tristeza
Ver una serpiente me produce un gran temor,miedo
sentí que pertenecía por completo ya no me sentía tímido ni asustado,miedo
Todavía no soy capaz de recordar un solo momento aburrido un detalle que me molestó algo con lo que no me sentía cómodo,alegría
"Me sentía anormalmente débil, así que miré mi comedero de aves",miedo
"Siento miedo a la oscuridad desde que era niño, me aterra dormir sin luz",miedo
Soy el tipo de persona que odia absolutamente defraudar a alguien siento que cada vez que tengo que decirle que estamos arruinados lo estoy defraudando,tristeza
Grupo de Lima emite comunicado tras reunión de emergencia,neutral
¿Por qué hay comida podrida en tu mochila? El olor es insoportable,disgusto
Ver a alguien escupir en un plato de comida,disgusto
Tengo que admitir que me siento muy triste hoy el primer día real por mi cuenta en Atlanta,tristeza
Pensé que esto es precisamente por lo que estoy haciendo el show porque me siento muy incierto en el mundo,miedo
Me siento emocionado cuando uno de los estudiantes se inscribe en Facebook se las arregla para localizarme cuando fue hace sólo unos meses empezamos clases de computación en la escuela,alegría
"Nunca obtuve nada de la tradición de la montaña, la tradición del bosque o la tradición de la cueva solo una vez de la tradición de la ciudad siento que probablemente perdí oportunidades para probarlos",tristeza
Ver una sombra moverse en la esquina de tu ojo pero no encontrar nada genera miedo confusión,miedo
siento vergüenza vergüenza de ser víctima,tristeza
Me siento extraña siendo agradecida cuando cosas tan horribles en los otros lados de los océanos que rodean a ese país suceden a diario,miedo
️ Messi campeón de liga. Un nuevo título!!!,alegría
Me llené de asco al ver aquel acontecimiento,disgusto
El miedo a los payasos me impide asistir a espectáculos circenses,miedo
Lo lamento muchísimo. ¿Puedo tener su pedido de nuevo? Lo conseguiré de inmediato,tristeza
Me genera un asco extremo el sonido de alguien escupiendo en la calle,disgusto
kenny donde naciste yo washington kenny maldito mentiroso naciste en los pozos ardientes del infierno,ira
contagios en sólo un día. Sandole izquierdo,neutral
El trabajo fue muy bien anoche,alegría
Siempre he querido helado cuando me siento mal,tristeza
Le duele el trasero como HRC,ira
"Estaba tan espantado con lo que había visto, que apenas podía contener el asco",disgusto
Todavía me siento lindo en mi apretado pequeño ejercicio de pantalones camisa ajustada,alegría
Ver cómo alguien escupe en la comida me da asco,disgusto
Cómo debería saberlo? Es solo un poco frío en el medio. Simplemente no sabe bien. Quieres probar?,ira
Empecé a sentirme resentido porque vivía en una parte del país donde el sol se niega obstinadamente a mostrarse después de finales de septiembre,ira
Donde están los fachas? celebrando antes de tiempo??? Querían vernos las caras en los resultados,neutral
Y esto viniendo de los cachorros liberales enfermos en la Bestia,ira
