text,emotion
Me siento extraño hablando de cosas menos serias ahora mismo como cocinar,miedo
A veces tengo ganas de asustarme porque me siento tan molesta y por lo general nada me ha hecho sentir molesta o irritada me rasco los brazos cuando estoy loca,ira
Me siento miserable y a él no le importa,tristeza
No me sorprende porque está bien cuando te sientes mal y continúa como días o así que realmente tratas de evitar tener esa enfermedad de nuevo,tristeza
me siento un poco irritable hoy,ira
Me gusta añadir cosas que ya he completado en mi día a una nueva lista sólo para sentirse más productivo cuando las tacho,alegría
Siempre me siento apresurada durante estos emails que no me gustan pero asa este,ira
"Siento que debería apoyarlos de alguna manera, pero no estoy seguro de cómo",alegría
Tengo mucho que hacer en mi vida y me siento abrumado,miedo
Sé lo que quieres decir sobre sentirte agitado,miedo
Me siento presionado para bloguear lo malo,miedo
No me sentí en absoluto privado de tenerlo en mi chai esta mañana,tristeza
Me sentía muy inseguro de mí mismo y en un punto de ruptura cercano,miedo
Recuerdo salir de la iglesia sintiendo vigor cada domingo y martes por la noche,alegría
Ya no le diré a nadie cómo me siento o lo que estoy pensando porque todo lo que parece hacer es conseguirme más odiado de lo que ya soy,tristeza
Me siento calambresa y malhumorada,ira
Indicaba entonces que me sentía abrumado con responsabilidades de trabajo enseñando a viajar y escribir,miedo
Yo sólo digo que ni siquiera me siento avergonzado cuando me detengo y rebobinar mis anuncios dvred si el estreno del amanecer viene en,tristeza
Paso mucho tiempo sintiéndome decepcionado conmigo mismo por no hacer un mejor trabajo en el logro de mis metas,tristeza
Me siento estresado pero me encanta la sensación del espíritu calmante de mi padre celestial y la sensación de seguir trabajando,tristeza
Ya no me siento condenado a caer en el abismo sin salida,tristeza
Lo compré en equipos urbanos para que encajara en la película mm y me siento arrepentido desde entonces,tristeza
un sentimiento briage beagle me daría una de sus miradas repulsivas si siquiera intentara ejercitarla en estos alrededores souless,ira
Solo necesito aceptar ser tratada como una princesa todos los días sin sentirme tonta por la situación,tristeza
Acabo de levantarme de una siesta sintiéndome tan exhausta que me siento como si pudiera marchitarme en el suelo sentado aquí,tristeza
Me siento muy indeciso al respecto,miedo
Siento que si el recipiente de presión ha sido seriamente dañado entonces mucha más radiación se habría filtrado él dijo,tristeza
Tengo mejores cosas que hacer que sentirme humillada,tristeza
He estado sintiéndome un poco melancólico,tristeza
Creo que sentirse aceptado de una manera no juiciosa puede ser sanador,alegría
Me siento estresado,tristeza
Me siento lo suficientemente benevolente como para comprarles unos cacahuetes y otras delicias,alegría
Me siento tan inútil e inútil estas últimas semanas sólo porque soy un certificado por Stander en casa,tristeza
Me siento inmensamente distraído por el aluvión de los medios que recibo,ira
es mano comenzó a acariciar su polla dolorida a través de la tela de sus boxeadores y instintivamente arqueó su espalda para sentir más de la deliciosa sensación,alegría
Me siento energizado productivo y creativo,alegría
Me siento afortunado de tenerlo,alegría
"Me siento agitado y molesto más que preocupado o temeroso, pero estos sentimientos pueden conducir fácilmente a ser de mal genio con mi familia y sentimientos de desarmonía",miedo
Todavía siento miedo cada vez que voy a un lugar extraño,miedo
No siento que el autor sea talentoso,alegría
Me siento tan cansada y aburrida,tristeza
Estoy bastante seguro y ha pasado como una semana y media así que aunque me siento un poco traicionado y desilusionado por los hombres en este momento todo está bien,tristeza
Siento que he perdido la cabeza,tristeza
Podía sentir su aliento en mí y oler el dulce olor de él,alegría
Podría tomar mis creencias y sentimientos y encerrarlos en una caja fuerte en algún lugar hasta que consiga que mi vida humana se asiente y casi todos los que conozco serían mucho más felices o tal vez no,alegría
Me siento para ayudar a otras mujeres con trastornos de infertilidad esta valiosa orientación individual se ofrece para un número limitado de personas,alegría
"Recuerdo que me sentí envidioso, pero ¿por qué una persona joven y sana envidiaría a alguien que apenas sobrevive?",ira
Todavía me siento muy emocional,tristeza
En ese último momento de sueño antes de levantarme por la mañana siento que esa energía emocional me espera,tristeza
Sé que nada va a cambiar incluso me siento muy envidioso con esta gente pero no puedo dejar de sentirme celoso con esta gente porque es un instinto de los seres humanos para actuar así,ira
soy feliz me siento fuera de energía y no muy inspirado para hacer mi artesanía,alegría
Creo que es lo contrario me siento derrotado porque estaba haciendo todo lo posible para mantener a bebé sano y mis azúcares en jaque,tristeza
Estoy tratando de no sentirme amargado pero ¿cómo más puedo sentir cuando parece que mi deseo es prácticamente imposible,ira
Hoy me siento totalmente inútil,tristeza
Me siento honrado de recibir el premio a la preservación de las bases,alegría
Me siento contento de escucharlo decir que hellip,alegría
Me acuerdo del pavimento yurusei yatsura y coheed y cambria sin sentirse ofendido de que los han arrancado,ira
No siento ninguna consideración positiva,alegría
me siento mucho menos feo patito y mucho más,tristeza
Supongo que si uno se sentía generoso uno podría decir que estaba estresado por el paseo en ascensor,alegría
me siento un poco melancólica y realmente quiero ir a casa y abrazar a mis chicos,tristeza
Me siento como la gente que yo mismo amo quiere y necesita no hablar conmigo y ya no se conectan conmigo porque han jodido la salud mental y los problemas emocionales que no puedo ayudar a contribuir contienen entender o abarcar,ira
Siento que el sufrimiento es más de lo que puedo soportar me refugio en el Señor en el bendito sacramento y le hablo con profundo silencio,tristeza
Me siento tan asustada cuando las voces de allí comienzan a hablarme,miedo
Me siento muy honrado de haber sido parte de la familia Bond y espero tener la oportunidad de trabajar con ellos de nuevo en el futuro,alegría
Me siento insultada Pete Edochie responde a la muerte,ira
Me siento pero no en un grado tan hostil,ira
Siempre me siento tan presionado,miedo
Llevé mi teléfono en el bolsillo y no sentí la atracción de perderme en él,tristeza
Me siento aquí escribiendo esto. Me siento infeliz por dentro,tristeza
Me decepciono me hace sentir tan rechazada especialmente siendo decepcionada por un ser querido,tristeza
Me fui sintiéndome golpeada,tristeza
Me siento vulnerable nervioso preocupado ansioso y un poco perdido,miedo
"Me sentía derrotado, normalmente recojo las cosas fácilmente de esta manera, pero no lo entiendo",tristeza
Soy sin duda un gusto adquirido pero últimamente muchos de los que me rodean han parecido sentir el sabor a ser amargo,ira
Me siento rico porque mi vida real y en línea está llena de amigos y familiares con los que no me gustaría vivir sin,alegría
Me siento mal diciendo esto porque debería ser feliz pero no creo que de esta manera que voy es para mí más,tristeza
He tenido mucho miedo últimamente,miedo
Veo a momo sentirse tímido momo hmmm gt me heyy momo,miedo
Me siento divertido mirando a la pequeña tortuga que se escabulló con ellos,alegría
Me siento tan honrado hoy y quiero compartir la emoción y mi gratitud porque he recibido un email de cortesía de alguien que lee perspectivas provocadoras de pensamientos,alegría
pero me hace sentir como si mi cara estuviere,tristeza
Me siento como si fuera a luchar y fallar y sufrir y ser realmente tonto,tristeza
Me sentiré más animado y lleno de rebote,alegría
soy y siempre he sido una muy sincera agradable sensación sociable compasiva chica servicial,alegría
Me siento como una desagradable llamada molesta veces todos los días tag longer que por fin está harto de tolerar y ahora sólo está dando el hombro frío,ira
Me encantó la sensación que tuve durante una increíble carrera de slalom ya sea en el entrenamiento o en una carrera,alegría
Me sentía especialmente tímido e incómodo porque no conocía a mucha gente allí,miedo
Todavía me siento un poco aturdido por la falta de sueño así que trataré de reponerlo,tristeza
"He estado sentado en casa revisando hoy y con todo, sintiéndome muy estresado",ira
Supongo que los sentimientos no están destinados a ser inhibidos o prohibidos,miedo
Me abracé sintiéndome agradecida de que la pared media de la partición había sido derribada hasta ahora,alegría
Comencé a sentirme muy extraño,miedo
No me sentía presionado o limitado en mis elecciones para comportarme de una manera particular me sentía muy ocupado,miedo
Tuve una de mis barritas bajas de carbohidratos para el desayuno y me sentía engreído cuando vi los pasteles sobrantes magdalenas y comidas atractivas,alegría
"No quiero flores o dulces, pero el tipo de chico que sabe que me gustan las limas finamente rebanadas en mi agua mineral porque me hace sentir glamoroso y es humorizado por lo pretencioso que es",alegría
Siempre me siento muy seguro de mi vida y mis elecciones cuando me voy a casa,alegría
